Column1;Listing;Price;SQMUP;Room Info;Area;Location;Ads
675;rozkładowe 3pok|Bielny| świetna cena! | dla rodzin;791013;12300;3;64.31;Bielany;Biuro nieruchomości
676;2pok| zieleń cisza |Bielany| idealne dla rodzin;558174;12300;2;45.38;Bielany;Biuro nieruchomości
677;2-stronne 46m2|ogródek|Bielany|cena!;550080;12000;2;45.84;Bielany;Biuro nieruchomości
678;3 pokoje na Żoliborzu, ul. Ludwika Rydygiera;1650000;25000;3;66.0;Żoliborz;Oferta prywatna
679;Bezpośr. - Powiśle, ul. Okrąg, 3 pokoje do wejścia;835000;17957;3;46.5;Śródmieście;Oferta prywatna
680;2-stronne 64m2|Bielany|dla rodzin| super cena!;768240;12000;3;64.02;Bielany;Biuro nieruchomości
681;Sprzedam atrakcyjną kawalerkę;385000;11994;1;32.1;Białołęka;Oferta prywatna
682;BEZPOŚREDNIO 2 sypialnie i salon Budrysów 26;730000;16977;2;43.0;Praga-Południe;Oferta prywatna
683;Przestronne Mieszkanie Laveli Residence M60;999341;10571;4;94.54;Wesoła;Inwestycja deweloperska
684;Topowy apartament na ostatnim piętrze z tarasem.;2099000;19349;5;108.48;Bemowo;Inwestycja deweloperska
685;Brzeziny Residence | przestronne mieszkanie D28;803445;8870;4;90.58;Białołęka;Inwestycja deweloperska
686;PŁOCHOCIŃSKA - 2-pokoje ~ Bezpośrednio ~ ATAL S.A;577973;8836;2;65.41;Białołęka;Inwestycja deweloperska
687;Willa Fiore | nowy apartament nr 5;3990000;25911;4;153.99;Bielany;Inwestycja deweloperska
688;Nowy Lokal Brzeska | U5p;450000;6812;3;66.06;Praga-Północ;Inwestycja deweloperska
689;2-pokojowe mieszkanie 52m2 + loggia;965000;18451;2;52.3;Mokotów;Inwestycja deweloperska
690;3 pokoje, Henryków, Warszawa, ul. Szałasa;799000;14626;3;54.63;Białołęka;Oferta prywatna
691;2 pokoje 39,24 m2 przy Alejach Jerozolimskich 226;590000;15036;2;39.24;Ursus;Oferta prywatna
692;Mieszkanie w kamienicy po remoncie;870000;17898;2;48.61;Ochota;Biuro nieruchomości
693;♥️ OFF MARKET, 3 pokoje, MARINA MOKOTÓW ♥️;1239000;21608;3;57.34;Mokotów;Oferta prywatna
694;Mieszkanie w inwestycji Ursynów#22 w niższej cenie;73062030;16571;2;44.09;Ursynów;Oferta prywatna
695;53 m2 z widokiem w Babka Tower;1099000;20736;2;53.0;Śródmieście;Biuro nieruchomości
696;55,7 m2 idealne inwestycyjnie na Nowym Mieście;1200000;21544;3;55.7;Śródmieście;Biuro nieruchomości
697;4-pokojowe mieszkanie 93m2 + loggia;1851000;19767;4;93.64;Mokotów;Inwestycja deweloperska
698;Rozkładowe mieszkanie 49,87 m2, Dolny Mokotów;790000;15841;3;49.87;Mokotów;Oferta prywatna
699;71,41 m2 nowoczesne na Żoliborzu przy Rydygiera;1540000;21566;3;71.41;Żoliborz;Biuro nieruchomości
700;Wygodne mieszkanie w nowoczesnym budynku;700000;25000;1;28.0;Wola;Biuro nieruchomości
701;Mieszkanie 3 pokoje, 2 tarasy, 2 komorki, zach/płd;876000;13996;3;62.59;Wawer;Oferta prywatna
702;Kawalerka do wprowadzenia/ miejsce postojowe;620000;19375;1;32.0;Wola;Oferta prywatna
703;Mieszkanie na sprzedaz;590000;15526;2;38.0;Praga-Południe;Oferta prywatna
704;Do Zamieszkania 2 Pokoje Wysoki Parter 39m2 +Garaż;469000;11989;2;39.12;Białołęka;Oferta prywatna
705;Mieszkanie na sprzedaż, Warszawa, Bielany;680000;12252;3;55.5;Bielany;Biuro nieruchomości
706;Bezpośrednio! Mieszkanie 61,4 mkw. W-wa Tarchomin;650000;10586;3;61.4;Białołęka;Oferta prywatna
707;2 pokoje + garderoba, balkon 42,80m2 - Żerań;630000;14720;2;42.8;Białołęka;Oferta prywatna
708;81 m2 dwupokojowe z tarasem 48 m2 przy Rydygiera;1830000;22593;2;81.0;Żoliborz;Biuro nieruchomości
709;2-pok |Klimatyzacja |Garaż | Umeblowane | 50m2;1260000;25100;2;50.2;Wilanów;Oferta prywatna
710;Developerskie Kąty Grodziskie ok. Berensona.;390000;10378;2;37.58;Białołęka;Biuro nieruchomości
711;Loft, 2 pokoje, wykończone pod klucz;647000;11554;2;56.0;Wesoła;Oferta prywatna
712;Czteropokojowe developerskie oddane do wykończenia;590000;9425;4;62.6;Białołęka;Biuro nieruchomości
713;2 Pokoje za 648tys. zł Przy Metro Kondratowicza;64811280;13980;2;46.36;Targówek;Biuro nieruchomości
714;Targówek 12.700zł/m2 3pok. Okazja Obok Metra;756920;12700;3;59.6;Targówek;Biuro nieruchomości
715;Metro 2 pok. Tylko 615tys. zł Targówek, Taras 22m2;615825;14490;2;42.5;Targówek;Biuro nieruchomości
716;Targówek, 3pok. 13.770zł/m2 Taras 15m2, Metro;63837720;13770;2;46.36;Targówek;Biuro nieruchomości
717;Okazja 12.500zł/m2 3 Pokoje Przy Metrze, Targówek;744625;12500;3;59.57;Targówek;Biuro nieruchomości
718;Metro 3 pok. tylko 12.700zł/m2 Okazja Inwestycyjna;761492;12700;3;59.96;Targówek;Biuro nieruchomości
719;2 pok., 618tys. zł ! Okazja, Metro, Targówek, Nowe;61804720;13870;2;44.56;Targówek;Biuro nieruchomości
720;Okazja 2 pokoje 13.770zł/m2 Inwestycja, Metro Obok;63837720;13770;2;46.36;Targówek;Biuro nieruchomości
721;Metro 3 pok. tylko 744tys. zł Targówek, Nowe;744625;12500;3;59.57;Targówek;Biuro nieruchomości
722;Targówek 3 pokoje, 12.700zł/m2 ! Okazja, Metro;756920;12700;3;59.6;Targówek;Biuro nieruchomości
723;Bródno/Targówek 3 pok. tylko 12.700zł/m2 Metro;761492;12700;3;59.96;Targówek;Biuro nieruchomości
724;2 pokoje tylko 13.460zł/m2 Targówek, Przy Metrze;62400560;13460;2;46.36;Targówek;Biuro nieruchomości
725;Metro 3 pok.tylko 12.200zł/m2, 726tys. zł Targówek;726754;12200;3;59.57;Targówek;Biuro nieruchomości
726;Targówek 3 pokoje tylko 12.500zł/m2 Metro Obok;749500;12500;3;59.96;Targówek;Biuro nieruchomości
727;Metro 2 pokoje Tylko 13.980zł/m2 Targówek, Ogród;594150;13980;2;42.5;Targówek;Biuro nieruchomości
728;Metro 3 pok. tylko 13.200zł/m2 Nowe, Ogród 135m2;786720;13200;3;59.6;Targówek;Biuro nieruchomości
729;Metro Kondratowicza 3 pok. tylko 12.700zł/m2 Nowe;756539;12700;3;59.57;Targówek;Biuro nieruchomości
730;Dwa pokoje na Starych Bielanach;729000;18994;2;38.38;Bielany;Biuro nieruchomości
731;Kawalerka na Powiślu!;489000;17279;1;28.3;Śródmieście;Biuro nieruchomości
732;Plac Konstytucji 3 pokoje;1390000;23559;3;59.0;Śródmieście;Biuro nieruchomości
733;2 pok z garderobą | Wysoki standard | metro Młynów;683000;17740;2;38.5;Wola;Oferta prywatna
734;Świetne mieszkanie w cudownej okolicy;943000;22696;2;41.55;Bielany;Oferta prywatna
735;Pięknie wykończony apartament, cisza, zieleń.;1840000;17981;3;102.33;Wilanów;Biuro nieruchomości
736;Mieszkanie os. Potok .;1730000;25000;3;69.2;Żoliborz;Oferta prywatna
737;Mieszkanie 3 pokojowe na Bielanach super urządzone;799000;14527;3;55.0;Bielany;Oferta prywatna
738;Mieszkanie w samym centrum Marszałkowska - Żurawia;790000;17174;1;46.0;Śródmieście;Biuro nieruchomości
739;Przestronne mieszkanie z 2 balkonami na Powiślu;4080000;36429;3;112.0;Śródmieście;Biuro nieruchomości
740;Apartament z Tarasem przy Sarmackiej;1599000;21170;2;75.53;Wilanów;Biuro nieruchomości
741;Klimat Kamienicy w Sercu Nowego Budownictwa;1652400;25500;3;64.8;Ursynów;Biuro nieruchomości
742;Śliczny Apartament w Browarach Warszawskich;1760000;32000;3;55.0;Wola;Biuro nieruchomości
743;Nowe | Pełne wykończenie | Wysoki standard | Klima;1875000;22686;3;82.65;Mokotów;Biuro nieruchomości
744;Apartament w Wilanowie z Pięknym Tarasem;2998000;16749;4;179.0;Wilanów;Biuro nieruchomości
745;Nowe | Pełne wykończenie | Wysoki standard | Klima;1289000;22851;2;56.41;Mokotów;Biuro nieruchomości
746;Przestronne 3 pokoje przy Metro Wilanowska;1637000;17989;3;91.0;Mokotów;Biuro nieruchomości
747;★ METRO ★NOWE 2 pokoje ★ DWUSTRONNE ★bezpośrednio;762000;16076;2;47.4;Bemowo;Oferta prywatna
748;2 pokojowe mieszkanie na Kabatach;700000;15038;2;46.55;Ursynów;Oferta prywatna
749;21m+ taras 30m_!_Apartament z najemcą_3.500zł m-ce;340000;16190;1;21.0;Włochy;Oferta prywatna
750;Luksusowy Apartament na Mokotowie;1612500;21377;3;75.43;Mokotów;Biuro nieruchomości
751;Luksusowy Apartament Z Ogródkiem W Wilanowie;1700000;22697;2;74.9;Wilanów;Biuro nieruchomości
752;3 pokojowy apartament w Miasteczku Wilanów.;1500000;18854;3;79.56;Wilanów;Biuro nieruchomości
753;Stylowe mieszkanie na Mokotowie;1890000;20236;4;93.4;Mokotów;Biuro nieruchomości
754;Wyjątkowy Apartament w Inwestycji Nowa Królikarnia;3500000;25735;4;136.0;Mokotów;Biuro nieruchomości
755;Sprzedam mikro apartament;480000;18462;1;26.0;Włochy;Biuro nieruchomości
756;Ładne dwupokojowe mieszkanie-Żoliborz Artystyczny;769000;18266;2;42.1;Żoliborz;Oferta prywatna
757;Nowy apartament z widokiem na Tor Wyścigów Konnych;2095800;26596;3;78.8;Mokotów;Biuro nieruchomości
758;Nowy i Ekskluzywny apartament na Mokotowie | 82m2;1870000;22805;3;82.0;Mokotów;Biuro nieruchomości
759;Melody Park Ul. Puławska 257 - Garaż Podziemny;2050000;18647;4;109.94;Mokotów;Biuro nieruchomości
760;Krochmalna Tuż Przy Browarach Warszawskich;2050000;18174;4;112.8;Wola;Biuro nieruchomości
761;2 pok z garderobą | bliska Wola | metro Młynów;683000;17740;2;38.5;Wola;Biuro nieruchomości
762;4 pokoje/ nowoczesne osiedle/ od zaraz!;823000;11288;4;72.91;Białołęka;Biuro nieruchomości
763;Seg. skrajny+strych+działka+ taras+ balkon+garaż;1200000;8293;5;144.7;Białołęka;Inwestycja deweloperska
764;Mokotów ul Etiudy Rewolucyjnej;469000;16172;1;29.0;Mokotów;Biuro nieruchomości
765;Muranów / 2 pokoje / Metro / Zielone osiedle;839000;18239;2;46.0;Śródmieście;Oferta prywatna
766;Nowe, gotowe do zamieszknia 3 pokoje, Białołęka;919770;13800;3;66.65;Białołęka;Biuro nieruchomości
767;2 pokoje, Wilanów, 53 m2, komórka, garaż 2 miejsca;900000;16927;2;53.17;Wilanów;Oferta prywatna
768;Kawalerka w dobrej lokalizacji – Wola;765000;24646;1;31.04;Wola;Oferta prywatna
769;59m2| Tarchomin| ekoinwestycja| program2%| gotowe!;761229;12900;3;59.01;Białołęka;Biuro nieruchomości
770;Sprawdź! doskonałe dla 4-5 os. rodziny jak i......;890000;11125;4;80.0;Bielany;Biuro nieruchomości
771;3pok| ekomieszkanie| Tarchomin|gotowe!| program 2%;694278;12898;3;53.83;Białołęka;Biuro nieruchomości
772;Nowe mieszkanie w starej kamienicy blisko metra;730000;19211;2;38.0;Bielany;Oferta prywatna
773;3pok z ogródkiem| Tarchomin| gotowe!| program 2%|;744623;13900;3;53.57;Białołęka;Biuro nieruchomości
774;Seg. środkowy+strych+działka+ taras+ balkon+garaż;950000;6565;5;144.7;Białołęka;Inwestycja deweloperska
775;Przytulne mieszkanie w cichej okolicy;1052909;19900;2;52.91;Wilanów;Biuro nieruchomości
776;Trzy niezależne pokoje -Metro Ursynów!;799950;12752;3;62.73;Ursynów;Biuro nieruchomości
777;Na sprzedaż 2-pokojowe z widokiem na park;465800;12099;2;38.5;Targówek;Oferta prywatna
778;Apartament Premium w kamienicy na Powiślu;1559000;26312;2;59.25;Śródmieście;Oferta prywatna
779;Kawalerka przy metrze Bródno;459000;18360;1;25.0;Targówek;Oferta prywatna
780;78m2 z antresolą| Metro 15min| Program 2%| cena!;907236;11600;1;78.21;Targówek;Biuro nieruchomości
781;narożne 60m2|Metro 15min| super cena| program 2%;726754;12200;3;59.57;Targówek;Biuro nieruchomości
782;Nowe osiedle - Rembertów;529200;9800;3;54.0;Rembertów;Biuro nieruchomości
783;Mieszkanie dwupokojowe w Radości;620000;18507;2;33.5;Wawer;Oferta prywatna
784;narożne 46m2| Metro 15min| program 2%| super cena;63837720;13770;2;46.36;Targówek;Biuro nieruchomości
785;Bemowo - idealne dla singla lub pary;544000;17548;2;31.0;Bemowo;Biuro nieruchomości
786;Mieszkanie z ogródkiem | 4-pok. | C8;668000;10250;4;65.17;Wawer;Inwestycja deweloperska
787;2pok| Bródno-15min do Metra| super cena|program 2%;598400;14080;2;42.5;Targówek;Biuro nieruchomości
788;Mieszkanie, 43 m², Warszawa;700000;16279;2;43.0;Ochota;Biuro nieruchomości
789;4 pokoje dla rodziny. Gotowe do zamieszkania.;923000;11999;4;76.92;Białołęka;Oferta prywatna
790;60m2+duzy balkon| 15min do Metra| miejsce|cena!!;744625;12500;3;59.57;Targówek;Biuro nieruchomości
791;Mieszkanie na sprzedaż Metro Młynów;838000;14906;2;56.22;Wola;Biuro nieruchomości
792;Nowa Cena !!! Łap Okazję !!!;720000;8109;4;88.79;Wawer;Biuro nieruchomości
793;Mieszkanie w kamienicy na Mokotowie;855000;14245;2;60.02;Mokotów;Biuro nieruchomości
794;kredyt 2% dla pary + wsparcie doradcy;692750;8485;4;81.64;Wawer;Biuro nieruchomości
795;3pok w super cenie| Zielony Wilanów| na koniec2023;756540;13500;3;56.04;Wilanów;Biuro nieruchomości
796;Pasaż Abrahama | nowe mieszkanie M25;901550;14780;3;61.0;Praga-Południe;Inwestycja deweloperska
797;* BIAŁOŁĘKA ul. Płochocińska ~ 3 pok + garderoba *;636328;8800;3;72.31;Białołęka;Inwestycja deweloperska
798;Mieszkanie balkon, ogródek, 2 miejsca postojowe;753100;8500;4;88.6;Wawer;Biuro nieruchomości
799;kredyt 2% dla pary !!!;800000;7477;5;107.0;Wawer;Biuro nieruchomości
800;Jasne, niezależne 2 pokoje;648000;13091;2;49.5;Mokotów;Biuro nieruchomości
801;! ROZKŁADOWE 3-pokoje na PARTER ! Atrakcyjna cena;578335;9008;3;64.2;Białołęka;Inwestycja deweloperska
802;2 pokojowe Marysin**kredyt 2%**;410000;10933;2;37.5;Wawer;Biuro nieruchomości
803;Mieszkanie balkon, ogródek, 2 miejsca postojowe;753000;8499;4;88.6;Wawer;Biuro nieruchomości
804;53m2|super dla rodzin|Wilanów| cena!|na koniec2023;723195;13500;2;53.57;Wilanów;Biuro nieruchomości
805;Sprzedam mieszkanie 3 pokoje miejsce postojowe;799000;11881;3;67.25;Wesoła;Oferta prywatna
806;2pok+ogródek 72m2| spokojny Wilanów| na 3kw2023;724319;13700;2;52.87;Wilanów;Biuro nieruchomości
807;DOM w Cenie mieszkania, bez 2%PCC;1039000;7599;5;136.73;Wawer;Oferta prywatna
808;dwustronne 3pok||Wilanów| cena!|na koniec 2023;782460;13500;3;57.96;Wilanów;Biuro nieruchomości
809;Sprzedam Mieszkanie 60 m2, Wwa Gocław;780000;13000;2;60.0;Praga-Południe;Oferta prywatna
810;3pok z ogródkiem 151m2|Wilanów| dla rodzin| na3Q23;990653;13900;3;71.27;Wilanów;Biuro nieruchomości
811;❤️ Zarabiające mieszkanie przy SGGW - 75 tys. zł/r;895590;15936;4;56.2;Ursynów;Biuro nieruchomości
812;Mieszkanie 4 pokojowe z ogródkiem i garażem | B2;752000;10921;4;68.86;Wesoła;Inwestycja deweloperska
813;Mieszkanie do remontu/1piętro/balkon/parking;900000;13469;4;66.82;Mokotów;Biuro nieruchomości
814;Przy Metrze z Ogródkiem !!!;547000;11891;2;46.0;Targówek;Biuro nieruchomości
815;3pok|super miejsce| spokojna Białołęka| cena!;572009;12947;3;44.18;Białołęka;Biuro nieruchomości
816;2 pokoje po remoncie, blisko metra.;599000;16286;2;36.78;Bielany;Biuro nieruchomości
817;Super lokalizacja, ciche, gotowe do zamieszkania;985000;19700;2;50.0;Wilanów;Biuro nieruchomości
818;Trzypokojowe mieszkanie z dużym balkonem;1790000;19889;3;90.0;Wilanów;Biuro nieruchomości
819;Nowe - wykończone pod klucz * Bez PCC *METRO 1 km;1723630;20974;4;82.18;Wola;Biuro nieruchomości
820;Wilanów 3 pokoje 85m + miejsce parkingowe;1260000;14894;3;84.6;Wilanów;Oferta prywatna
821;Sprzedam nowoczesne mieszkanie w Wilanowie-Zawady;995000;20306;2;49.0;Wilanów;Oferta prywatna
822;ciche M2 w centrum M.Wilanów *garaż komórka *klima;860000;20914;2;41.12;Wilanów;Biuro nieruchomości
823;59m2 z ogródkiem| 8min do Metra| spokojna okolica;572009;9700;3;58.97;Białołęka;Biuro nieruchomości
824;Piękne mieszkanie, po remoncie, okazja!;550000;12500;2;44.0;Białołęka;Oferta prywatna
825;FUNKCJONALNE 2-pokoje - standard deweloperski;463518;9387;2;49.38;Białołęka;Inwestycja deweloperska
826;59m2| Białołęka| metro 8min| super cena i miejsce;572009;9700;3;58.97;Białołęka;Biuro nieruchomości
827;3pok w świetnej cenie|Metro 8min| super dla rodzin;504112;9800;3;51.44;Białołęka;Biuro nieruchomości
828;2 pokojowy Apartament Galeria Park ul. Obrzeżna;1130000;18783;2;60.16;Mokotów;Biuro nieruchomości
829;2-POKOJOWE MIESZKANIE - pod klucz | odbiór 12.2023;63402446;13062;2;48.54;Białołęka;Inwestycja deweloperska
830;Gotowiec inwestycyjny (Bielany) Reymonta 10a 9,47%;600000;11450;2;52.4;Śródmieście;Biuro nieruchomości
831;3pok na Białołęce| 8min do Metra| super dla rodzin;439591;9950;3;44.18;Białołęka;Biuro nieruchomości
832;Mieszkanie 3-4 pokojowe z tarasem |M12/1 piętro;760000;9190;3;82.7;Wawer;Inwestycja deweloperska
833;2 pok. Wilanów;799000;17235;2;46.36;Wilanów;Oferta prywatna
834;Apartament z dużym tarasem - METRO, STAWY KELLERA.;1390000;25933;3;53.6;Bielany;Oferta prywatna
835;Warszawa – Mokotów – ul. Orzycka - 52m2;755000;14519;2;52.0;Mokotów;Biuro nieruchomości
836;Ciche,Po Remoncie, Garaż, Metro!!;1559000;14638;3;106.5;Mokotów;Biuro nieruchomości
837;Mieszkanie, 76 m², Warszawa;970000;12763;3;76.0;Ursus;Biuro nieruchomości
838;Warszawa - Mokotów - ul. Czerniakowska - 26m2.;378000;14538;1;26.0;Mokotów;Biuro nieruchomości
839;Warszawa, 63m2, Siennicka 27a;1071000;17000;3;63.0;Praga-Południe;Oferta prywatna
840;Ciche mieszkanie, blisko M. Świętokrzyska, bezp.;699000;26885;1;26.0;Śródmieście;Oferta prywatna
841;BEZPOŚREDNIO nowe mieszkanie 4 POKOJOWE 70,80M2;680000;9605;4;70.8;Białołęka;Oferta prywatna
842;Rakowiec, 48 m2, 3 pokoje, po remoncie;840000;17500;3;48.0;Ochota;Oferta prywatna
843;Apartament pod INWESTYCJĘ / cena NETTO + VAT;775000;25000;1;31.0;Śródmieście;Oferta prywatna
844;Kawalerka z dużym balkonem i miejscem garażowym!;399000;12707;1;31.4;Białołęka;Biuro nieruchomości
845;Gotowe do wprowadzenia 2 pokoje z osobną kuchnią;499000;13486;2;37.0;Praga-Północ;Biuro nieruchomości
846;Gotowiec inwestycyjny / przychód 11.300 zł mies.;1199000;16440;6;72.93;Wola;Biuro nieruchomości
847;Gotowiec: 5 mikro, przychód 12.500 zł, Roi 10,43%;1270000;14682;5;86.5;Białołęka;Biuro nieruchomości
848;Przestronny apartament z genialnym widokiem!;1248000;10621;4;117.5;Bielany;Biuro nieruchomości
849;Bezpośrednio, Mokotów, Bartycka, 2pok 47,8m2;760000;15893;2;47.82;Mokotów;Oferta prywatna
850;GOTOWE_4pok.78m z dużym balkonem ul.Herbu Oksza12;859000;10999;4;78.1;Ursus;Oferta prywatna
851;Stare Miasto super standard;870000;29000;1;30.0;Śródmieście;Oferta prywatna
852;Zamieszkaj w nowym budynku na Tarchominie;791600;11546;4;68.56;Białołęka;Biuro nieruchomości
853;Bezpośrednio, 3 pokoje, metro Księcia Janusza;739000;13891;3;53.2;Wola;Oferta prywatna
854;3 pokoje w otoczeniu 3 parków, bezpośrednio;899000;18169;3;49.48;Wola;Oferta prywatna
855;sprzedam bezpośrednio Nowe Wykończone 2pok miesz.;680000;14468;2;47.0;Ursus;Oferta prywatna
856;107 m2, 4 pokoje, dwupoziomowe, 3 balkony, garaż;869000;8102;4;107.26;Ursus;Biuro nieruchomości
857;Mieszkanie80M2+Lokal Usługowy16M2 3Pok, ul.Fortowa;730000;9125;3;80.0;Bielany;Biuro nieruchomości
858;Mieszkanie 49M2,3Pok.,Powstańców Śląskich;569000;11612;2;49.0;Bemowo;Biuro nieruchomości
859;SKM Radość, miejsce post. działka 150 m2;517000;19885;1;26.0;Wawer;Oferta prywatna
860;Luksusowe, z Tarasem 23,45m2, garaż, pom.gospod.;1200000;18182;2;66.0;Mokotów;Biuro nieruchomości
861;Huculska/klimat/Mokotów/kamienica;1975000;16880;4;117.0;Mokotów;Biuro nieruchomości
862;Duże rozkładowe mieszkanie, 4 pokoje;749000;11523;4;65.0;Bielany;Oferta prywatna
863;***Okazja***3 pokoje, Metro Imielin, Ursynów;790000;12540;3;63.0;Ursynów;Biuro nieruchomości
864;Mieszkanie w pięknej kamienicy, przy metrze, park;840000;16154;2;52.0;Śródmieście;Biuro nieruchomości
865;Metro 6 Min/ 2 Pokoje/ Muranów/ Wysokie/ Cisza;875000;17500;2;50.0;Śródmieście;Biuro nieruchomości
866;Wum !!! 2 pokoje z widokiem na park;510000;14366;2;35.5;Ochota;Biuro nieruchomości
867;3-pok Mieszkanie wysoki standart x2 parking;2199000;29517;3;74.5;Żoliborz;Biuro nieruchomości
868;Kamienica* 107M2 5 Pok.* Zaaranżuj Własne Wnętrze;1350000;12640;5;106.8;Ochota;Biuro nieruchomości
869;Mieszkanie 1-pokojowe, duży balkon-Metro Natolin;605000;17894;1;33.81;Ursynów;Biuro nieruchomości
870;Gotowy 2pok Apartment/ Włohy;567000;17886;2;31.7;Włochy;Oferta prywatna
871;Mieszkanie - Warszawa Wola Odolany;1299000;21503;2;60.41;Wola;Biuro nieruchomości
872;2 pok idealna inwestycja;502000;10681;2;47.0;Białołęka;Biuro nieruchomości
873;Okazja !!! mieszkanie z pięknym widokiem 47 m2;599000;12821;2;46.72;Ochota;Biuro nieruchomości
874;Dwupokojowe mieszkanie na os. Saska - REZERWACJA;787000;17373;2;45.3;Praga-Południe;Oferta prywatna
875;2 pokoje przy stacji metra , za gotówkę;550000;15027;2;36.6;Wola;Biuro nieruchomości
876;Mieszkanie na Bródnie, doskonała lokalizacja;800000;13516;3;59.19;Targówek;Biuro nieruchomości
877;2 pok. po gen. remoncie, tylko gotówka, Negocjuj;519000;14027;2;37.0;Praga-Północ;Biuro nieruchomości
878;Mieszkanie na malowniczych Włochach ul. Popularna;1271000;14779;4;86.0;Włochy;Oferta prywatna
879;★★ Mieszkanie 38 m2 ★ Ursus Skorosze ★ 2023 ★★;619000;16367;1;37.82;Ursus;Biuro nieruchomości
880;2 Pokoje + Kuchnia do wejścia Metro Bemowo;730000;14571;2;50.1;Bemowo;Biuro nieruchomości
881;Wyjątkowe 2 Poziomowe Mieszkanie Wesoła;1099000;10467;4;105.0;Wesoła;Biuro nieruchomości
882;107,26m2, 4 pokoje, dwupoziomowe, 3 balkony, garaż;869000;8102;4;107.26;Ursus;Biuro nieruchomości
883;Ciche | 2.8 M wysokie | bez Pcc | wysoki standard;1195000;16263;3;73.48;Mokotów;Biuro nieruchomości
884;3pok*48,5mkw*dwustronne*wysoki parter*balkon;589000;12144;3;48.5;Ursus;Biuro nieruchomości
885;Gotowe do wprowadzenia 3 pokoje, Białołęka 2014;689000;10158;3;67.83;Białołęka;Biuro nieruchomości
886;Mieszkanie 94m2 m. Natolin parter garaż prywatnie;1350000;14362;3;94.0;Ursynów;Oferta prywatna
887;Mieszkanie do remontu 57 m2 Puławska OKAZJA !;778000;13721;3;56.7;Mokotów;Oferta prywatna
888;3 pokoje, apartamentowiec, bliska Wola, garaż;1490000;24283;3;61.36;Wola;Oferta prywatna
889;4 pokoje, Sadyba, Bezpośrednio;1358000;16167;4;84.0;Mokotów;Oferta prywatna
890;Metro Służew, 3 pokoje + garaż, bezpośrednio;1150000;16989;3;67.69;Mokotów;Oferta prywatna
891;Metro Dw. Gdański KAMIENICA 2 pok. - BEZPOŚREDNIO;997000;22920;2;43.5;Śródmieście;Oferta prywatna
892;"Apartament na oś.""Zielona Italia"" Warszawa Włochy.";1269000;16238;4;78.15;Włochy;Biuro nieruchomości
893;Luksusowe mieszkanie w sercu Pragi-Północ;970000;20987;2;46.22;Praga-Północ;Oferta prywatna
894;Mieszkanie 3 pokojowe Warszawa Wola przy Metrze Pł;1300000;22515;3;57.74;Wola;Oferta prywatna
895;Sprzedam BEZPOŚREDNIO kawalerkę Śródmieście;690000;26538;1;26.0;Śródmieście;Oferta prywatna
896;2 Pokoje 43m2, Ursus , Posag 7 Panien / Kredyt 2%;660000;15349;2;43.0;Ursus;Biuro nieruchomości
897;Kawalerka 32 m2 przy ul. Włodarzewskiej, kredyt 2%;559990;17500;1;32.0;Ochota;Biuro nieruchomości
898;Bezpośrednio ul Wynalazek 43m 2 pokoje;799000;18581;2;43.0;Mokotów;Oferta prywatna
899;Mieszkanie przy starym mieście;600000;27027;1;22.2;Śródmieście;Oferta prywatna
900;Mieszkanie 74 m Warszawa Ursynów ul. Belgradzka;999000;13475;4;74.14;Ursynów;Oferta prywatna
901;Jasne 2 pok mieszkanie ! Klimatyzacja !;899000;21927;2;41.0;Wola;Biuro nieruchomości
902;Kawalerka w idealnej lokalizacji;479000;15967;1;30.0;Żoliborz;Biuro nieruchomości
903;Mieszkanie na Ursynowie + garaż.;1100000;16923;3;65.0;Ursynów;Oferta prywatna
904;Apartament 53 M Żoliborz Artystyczny;1299000;24509;2;53.0;Żoliborz;Biuro nieruchomości
905;Apartament 48m + 40m tarasu ul. Rydygiera;1079000;22479;2;48.0;Żoliborz;Biuro nieruchomości
906;Żoliborz - 3 Pokoje W Zielonym Zaciszu Warszawy;990000;16500;3;60.0;Żoliborz;Biuro nieruchomości
907;31m2 ul. RAKOWIEC 2 POKOJE;449900;14513;2;31.0;Ochota;Oferta prywatna
908;REZERWACJA! Idealne dla Pary lub na Inwestycje;560000;12444;2;45.0;Żoliborz;Oferta prywatna
909;3 pokoje przy metrze | 61m2 | widna kuchnia;729000;11951;3;61.0;Ursynów;Biuro nieruchomości
910;2 pokoje mieszkanie w kamienicy na Mokotowie;849950;16999;2;50.0;Mokotów;Biuro nieruchomości
911;Panoramiczny Penthause na warszawskim Żoliborzu;5999999;21661;6;277.0;Żoliborz;Biuro nieruchomości
912;Parter NAJNIŻSZY CZYNSZ W MIEŚCIE pompa ciepła oze;370852;13735;1;27.0;Białołęka;Biuro nieruchomości
913;Mieszkanie z najniżymi kosztami eksploatacji OZE;694278;12900;3;53.82;Białołęka;Biuro nieruchomości
914;Przestronne mieszkanie 70m2 |Białołęka|Od Teraz!;850000;12143;4;70.0;Białołęka;Biuro nieruchomości
915;Świetna kawalerka z pięknym widokiem na ogród;430000;14828;2;29.0;Praga-Południe;Biuro nieruchomości
916;Znakomita lokalizacja 3 pokoje z osobną kuchnią;716000;14917;3;48.0;Mokotów;Biuro nieruchomości
917;Nowe Mieszkania w zrewitalizowanej kamienicy;569250;11500;3;49.5;Białołęka;Biuro nieruchomości
918;Urokliwe 2 - poziomowe mieszkanie | bezczynszowe;978000;8504;4;115.0;Wawer;Biuro nieruchomości
