ProductKey;OrderDateKey;DueDateKey;ShipDateKey;CustomerKey;SalesTerritoryKey;SalesOrderNumber;OrderQuantity;ProductStandardCost;SalesAmount
477;20220503;20220515;20220510;11868;6;SO57392;1;1,8663;4,99
476;20220503;20220515;20220510;20358;1;SO57393;1;26,1763;69,99
488;20220503;20220515;20220510;20358;1;SO57393;1;41,5723;53,99
477;20220503;20220515;20220510;27049;6;SO57394;1;1,8663;4,99
475;20220503;20220515;20220510;19136;1;SO57395;1;26,1763;69,99
481;20220503;20220515;20220510;19136;1;SO57395;1;3,3623;8,99
477;20220503;20220515;20220510;17418;4;SO57396;1;1,8663;4,99
217;20220503;20220515;20220510;17418;4;SO57396;1;13,0863;34,99
528;20220503;20220515;20220510;22359;6;SO57397;1;1,8663;4,99
480;20220503;20220515;20220510;22359;6;SO57397;1;0,8565;2,29
477;20220503;20220515;20220510;17015;1;SO57398;1;1,8663;4,99
528;20220503;20220515;20220510;15013;4;SO57399;1;1,8663;4,99
485;20220503;20220515;20220510;15013;4;SO57399;1;8,2205;21,98
528;20220503;20220515;20220510;19928;10;SO57400;1;1,8663;4,99
528;20220503;20220515;20220510;19071;10;SO57401;1;1,8663;4,99
485;20220503;20220515;20220510;19071;10;SO57401;1;8,2205;21,98
222;20220503;20220515;20220510;19071;10;SO57401;1;13,0863;34,99
491;20220503;20220515;20220510;19071;10;SO57401;1;41,5723;53,99
529;20220503;20220515;20220510;23953;8;SO57402;1;1,4923;3,99
530;20220503;20220515;20220510;27163;7;SO57403;1;1,8663;4,99
480;20220503;20220515;20220510;27163;7;SO57403;1;0,8565;2,29
537;20220503;20220515;20220510;11792;4;SO57404;1;13,09;35,00
528;20220503;20220515;20220510;13231;6;SO57405;1;1,8663;4,99
537;20220503;20220515;20220510;13231;6;SO57405;1;13,09;35,00
222;20220503;20220515;20220510;13231;6;SO57405;1;13,0863;34,99
528;20220503;20220515;20220510;11504;4;SO57406;1;1,8663;4,99
537;20220503;20220515;20220510;11504;4;SO57406;1;13,09;35,00
480;20220503;20220515;20220510;11504;4;SO57406;1;0,8565;2,29
485;20220503;20220515;20220510;14076;1;SO57407;1;8,2205;21,98
234;20220503;20220515;20220510;14076;1;SO57407;1;38,4923;49,99
537;20220503;20220515;20220510;13303;6;SO57408;1;13,09;35,00
528;20220503;20220515;20220510;13303;6;SO57408;1;1,8663;4,99
480;20220503;20220515;20220510;13303;6;SO57408;1;0,8565;2,29
485;20220503;20220515;20220510;17481;6;SO57409;1;8,2205;21,98
222;20220503;20220515;20220510;17481;6;SO57409;1;13,0863;34,99
357;20220503;20220515;20220510;13280;1;SO57410;1;1265,6195;2319,99
485;20220503;20220515;20220510;13280;1;SO57410;1;8,2205;21,98
214;20220503;20220515;20220510;13280;1;SO57410;1;13,0863;34,99
361;20220503;20220515;20220510;12447;6;SO57411;1;1251,9813;2294,99
485;20220503;20220515;20220510;12447;6;SO57411;1;8,2205;21,98
478;20220503;20220515;20220510;12447;6;SO57411;1;3,7363;9,99
477;20220503;20220515;20220510;12447;6;SO57411;1;1,8663;4,99
355;20220503;20220515;20220510;13367;1;SO57412;1;1265,6195;2319,99
478;20220503;20220515;20220510;13367;1;SO57412;1;3,7363;9,99
477;20220503;20220515;20220510;13367;1;SO57412;1;1,8663;4,99
567;20220503;20220515;20220510;14928;10;SO57413;1;461,4448;742,35
225;20220503;20220515;20220510;14928;10;SO57413;1;6,9223;8,99
577;20220503;20220515;20220510;11432;7;SO57414;1;755,1508;1214,85
530;20220503;20220515;20220510;11432;7;SO57414;1;1,8663;4,99
541;20220503;20220515;20220510;11432;7;SO57414;1;10,8423;28,99
222;20220503;20220515;20220510;11432;7;SO57414;1;13,0863;34,99
580;20220503;20220515;20220510;14134;9;SO57415;1;1082,51;1700,99
217;20220503;20220515;20220510;14134;9;SO57415;1;13,0863;34,99
228;20220503;20220515;20220510;14134;9;SO57415;1;38,4923;49,99
604;20220503;20220515;20220510;28308;9;SO57416;1;343,6496;539,99
477;20220503;20220515;20220510;28308;9;SO57416;1;1,8663;4,99
479;20220503;20220515;20220510;28308;9;SO57416;1;3,3623;8,99
214;20220503;20220515;20220510;28308;9;SO57416;1;13,0863;34,99
605;20220503;20220515;20220510;22170;9;SO57417;1;343,6496;539,99
538;20220503;20220515;20220510;22170;9;SO57417;1;8,0373;21,49
480;20220503;20220515;20220510;22170;9;SO57417;1;0,8565;2,29
573;20220503;20220515;20220510;11000;9;SO57418;1;1481,9379;2384,07
541;20220503;20220515;20220510;11000;9;SO57418;1;10,8423;28,99
530;20220503;20220515;20220510;11000;9;SO57418;1;1,8663;4,99
214;20220503;20220515;20220510;11000;9;SO57418;1;13,0863;34,99
488;20220503;20220515;20220510;11000;9;SO57418;1;41,5723;53,99
599;20220503;20220515;20220510;15833;9;SO57419;1;294,5797;539,99
363;20220503;20220515;20220510;12689;9;SO57420;1;1251,9813;2294,99
485;20220503;20220515;20220510;12689;9;SO57420;1;8,2205;21,98
478;20220503;20220515;20220510;12689;9;SO57420;1;3,7363;9,99
477;20220503;20220515;20220510;12689;9;SO57420;1;1,8663;4,99
563;20220503;20220515;20220510;25064;4;SO57421;1;1481,9379;2384,07
489;20220503;20220515;20220510;25064;4;SO57421;1;41,5723;53,99
225;20220503;20220515;20220510;25064;4;SO57421;1;6,9223;8,99
576;20220503;20220515;20220510;25075;4;SO57422;1;1481,9379;2384,07
222;20220503;20220515;20220510;25075;4;SO57422;1;13,0863;34,99
237;20220503;20220515;20220510;25075;4;SO57422;1;38,4923;49,99
606;20220503;20220515;20220510;23066;4;SO57423;1;343,6496;539,99
479;20220503;20220515;20220510;23066;4;SO57423;1;3,3623;8,99
477;20220503;20220515;20220510;23066;4;SO57423;1;1,8663;4,99
472;20220503;20220515;20220510;23066;4;SO57423;1;23,749;63,50
386;20220503;20220515;20220510;20097;4;SO57424;1;713,0798;1120,49
390;20220503;20220515;20220510;20108;1;SO57425;1;713,0798;1120,49
214;20220503;20220515;20220510;20108;1;SO57425;1;13,0863;34,99
584;20220503;20220515;20220510;22322;7;SO57426;1;343,6496;539,99
529;20220503;20220515;20220510;22322;7;SO57426;1;1,4923;3,99
538;20220503;20220515;20220510;22322;7;SO57426;1;8,0373;21,49
214;20220503;20220515;20220510;22322;7;SO57426;1;13,0863;34,99
569;20220503;20220515;20220510;13974;9;SO57427;1;461,4448;742,35
488;20220503;20220515;20220510;13974;9;SO57427;1;41,5723;53,99
597;20220504;20220516;20220511;14969;8;SO57428;1;294,5797;539,99
484;20220504;20220516;20220511;11926;1;SO57429;1;2,9733;7,95
485;20220504;20220516;20220511;18734;9;SO57430;1;8,2205;21,98
537;20220504;20220516;20220511;22001;9;SO57431;1;13,09;35,00
528;20220504;20220516;20220511;22001;9;SO57431;1;1,8663;4,99
217;20220504;20220516;20220511;22001;9;SO57431;1;13,0863;34,99
477;20220504;20220516;20220511;23643;9;SO57432;1;1,8663;4,99
530;20220504;20220516;20220511;23305;9;SO57433;1;1,8663;4,99
480;20220504;20220516;20220511;23305;9;SO57433;1;0,8565;2,29
480;20220504;20220516;20220511;12038;9;SO57434;1;0,8565;2,29
580;20220504;20220516;20220511;21106;10;SO57435;1;1082,51;1700,99
488;20220504;20220516;20220511;21106;10;SO57435;1;41,5723;53,99
539;20220504;20220516;20220511;11520;6;SO57436;1;9,3463;24,99
539;20220504;20220516;20220511;28982;4;SO57437;1;9,3463;24,99
480;20220504;20220516;20220511;28982;4;SO57437;1;0,8565;2,29
529;20220504;20220516;20220511;11506;6;SO57438;1;1,4923;3,99
539;20220504;20220516;20220511;11506;6;SO57438;1;9,3463;24,99
222;20220504;20220516;20220511;11506;6;SO57438;1;13,0863;34,99
539;20220504;20220516;20220511;28632;1;SO57439;1;9,3463;24,99
234;20220504;20220516;20220511;28632;1;SO57439;1;38,4923;49,99
538;20220504;20220516;20220511;26268;4;SO57440;1;8,0373;21,49
529;20220504;20220516;20220511;26268;4;SO57440;1;1,4923;3,99
217;20220504;20220516;20220511;26268;4;SO57440;1;13,0863;34,99
528;20220504;20220516;20220511;25348;4;SO57441;1;1,8663;4,99
535;20220504;20220516;20220511;25348;4;SO57441;1;9,3463;24,99
214;20220504;20220516;20220511;25348;4;SO57441;1;13,0863;34,99
540;20220504;20220516;20220511;24236;1;SO57442;1;12,1924;32,60
529;20220504;20220516;20220511;24236;1;SO57442;1;1,4923;3,99
222;20220504;20220516;20220511;24236;1;SO57442;1;13,0863;34,99
228;20220504;20220516;20220511;24236;1;SO57442;1;38,4923;49,99
535;20220504;20220516;20220511;25342;1;SO57443;1;9,3463;24,99
528;20220504;20220516;20220511;23736;1;SO57444;1;1,8663;4,99
536;20220504;20220516;20220511;23736;1;SO57444;1;11,2163;29,99
484;20220504;20220516;20220511;23736;1;SO57444;1;2,9733;7,95
540;20220504;20220516;20220511;19648;6;SO57445;1;12,1924;32,60
529;20220504;20220516;20220511;19648;6;SO57445;1;1,4923;3,99
475;20220504;20220516;20220511;20139;4;SO57446;1;26,1763;69,99
477;20220504;20220516;20220511;17698;4;SO57447;1;1,8663;4,99
487;20220504;20220516;20220511;17698;4;SO57447;1;20,5663;54,99
482;20220504;20220516;20220511;17698;4;SO57447;1;3,3623;8,99
477;20220504;20220516;20220511;16857;1;SO57448;1;1,8663;4,99
234;20220504;20220516;20220511;16857;1;SO57448;1;38,4923;49,99
528;20220504;20220516;20220511;15981;1;SO57449;1;1,8663;4,99
483;20220504;20220516;20220511;15981;1;SO57449;1;44,88;120,00
528;20220504;20220516;20220511;14758;4;SO57450;1;1,8663;4,99
217;20220504;20220516;20220511;14758;4;SO57450;1;13,0863;34,99
528;20220504;20220516;20220511;20103;6;SO57451;1;1,8663;4,99
217;20220504;20220516;20220511;20103;6;SO57451;1;13,0863;34,99
473;20220504;20220516;20220511;20103;6;SO57451;1;23,749;63,50
536;20220504;20220516;20220511;20140;8;SO57452;1;11,2163;29,99
537;20220504;20220516;20220511;15689;8;SO57453;1;13,09;35,00
536;20220504;20220516;20220511;21026;10;SO57454;1;11,2163;29,99
482;20220504;20220516;20220511;21026;10;SO57454;1;3,3623;8,99
529;20220504;20220516;20220511;26849;10;SO57455;1;1,4923;3,99
217;20220504;20220516;20220511;26849;10;SO57455;1;13,0863;34,99
529;20220504;20220516;20220511;25592;10;SO57456;1;1,4923;3,99
217;20220504;20220516;20220511;25592;10;SO57456;1;13,0863;34,99
529;20220504;20220516;20220511;27964;10;SO57457;1;1,4923;3,99
480;20220504;20220516;20220511;27964;10;SO57457;1;0,8565;2,29
537;20220504;20220516;20220511;14084;6;SO57458;1;13,09;35,00
537;20220504;20220516;20220511;11701;4;SO57459;1;13,09;35,00
528;20220504;20220516;20220511;11701;4;SO57459;1;1,8663;4,99
217;20220504;20220516;20220511;11701;4;SO57459;1;13,0863;34,99
537;20220504;20220516;20220511;11840;4;SO57460;1;13,09;35,00
480;20220504;20220516;20220511;11840;4;SO57460;1;0,8565;2,29
478;20220504;20220516;20220511;12721;8;SO57461;1;3,7363;9,99
477;20220504;20220516;20220511;12721;8;SO57461;1;1,8663;4,99
485;20220504;20220516;20220511;13305;1;SO57462;1;8,2205;21,98
228;20220504;20220516;20220511;13305;1;SO57462;1;38,4923;49,99
225;20220504;20220516;20220511;12543;7;SO57463;1;6,9223;8,99
595;20220504;20220516;20220511;19130;4;SO57464;1;308,2179;564,99
478;20220504;20220516;20220511;19130;4;SO57464;1;3,7363;9,99
477;20220504;20220516;20220511;19130;4;SO57464;1;1,8663;4,99
222;20220504;20220516;20220511;19130;4;SO57464;1;13,0863;34,99
228;20220504;20220516;20220511;19130;4;SO57464;1;38,4923;49,99
355;20220504;20220516;20220511;11727;4;SO57465;1;1265,6195;2319,99
487;20220504;20220516;20220511;11727;4;SO57465;1;20,5663;54,99
225;20220504;20220516;20220511;11727;4;SO57465;1;6,9223;8,99
361;20220504;20220516;20220511;13419;1;SO57466;1;1251,9813;2294,99
355;20220504;20220516;20220511;13420;4;SO57467;1;1265,6195;2319,99
217;20220504;20220516;20220511;13420;4;SO57467;1;13,0863;34,99
359;20220504;20220516;20220511;14041;6;SO57468;1;1251,9813;2294,99
485;20220504;20220516;20220511;14041;6;SO57468;1;8,2205;21,98
217;20220504;20220516;20220511;14041;6;SO57468;1;13,0863;34,99
357;20220504;20220516;20220511;11745;1;SO57469;1;1265,6195;2319,99
478;20220504;20220516;20220511;11745;1;SO57469;1;3,7363;9,99
477;20220504;20220516;20220511;11745;1;SO57469;1;1,8663;4,99
222;20220504;20220516;20220511;11745;1;SO57469;1;13,0863;34,99
361;20220504;20220516;20220511;13315;4;SO57470;1;1251,9813;2294,99
478;20220504;20220516;20220511;13315;4;SO57470;1;3,7363;9,99
487;20220504;20220516;20220511;13315;4;SO57470;1;20,5663;54,99
605;20220504;20220516;20220511;22399;9;SO57471;1;343,6496;539,99
471;20220504;20220516;20220511;22399;9;SO57471;1;23,749;63,50
584;20220504;20220516;20220511;27346;9;SO57472;1;343,6496;539,99
479;20220504;20220516;20220511;27346;9;SO57472;1;3,3623;8,99
477;20220504;20220516;20220511;27346;9;SO57472;1;1,8663;4,99
488;20220504;20220516;20220511;27346;9;SO57472;1;41,5723;53,99
361;20220504;20220516;20220511;13012;9;SO57473;1;1251,9813;2294,99
528;20220504;20220516;20220511;13012;9;SO57473;1;1,8663;4,99
537;20220504;20220516;20220511;13012;9;SO57473;1;13,09;35,00
486;20220504;20220516;20220511;13012;9;SO57473;1;59,466;159,00
361;20220504;20220516;20220511;11897;9;SO57474;1;1251,9813;2294,99
217;20220504;20220516;20220511;11897;9;SO57474;1;13,0863;34,99
565;20220504;20220516;20220511;28869;1;SO57475;1;461,4448;742,35
222;20220504;20220516;20220511;28869;1;SO57475;1;13,0863;34,99
563;20220504;20220516;20220511;25105;4;SO57476;1;1481,9379;2384,07
477;20220504;20220516;20220511;25105;4;SO57476;1;1,8663;4,99
479;20220504;20220516;20220511;25105;4;SO57476;1;3,3623;8,99
217;20220504;20220516;20220511;25105;4;SO57476;1;13,0863;34,99
390;20220504;20220516;20220511;20029;4;SO57477;1;713,0798;1120,49
479;20220504;20220516;20220511;20029;4;SO57477;1;3,3623;8,99
386;20220504;20220516;20220511;20093;4;SO57478;1;713,0798;1120,49
217;20220504;20220516;20220511;20093;4;SO57478;1;13,0863;34,99
467;20220504;20220516;20220511;20093;4;SO57478;1;9,1593;24,49
384;20220504;20220516;20220511;23984;10;SO57479;1;713,0798;1120,49
214;20220504;20220516;20220511;23984;10;SO57479;1;13,0863;34,99
384;20220504;20220516;20220511;27129;8;SO57480;1;713,0798;1120,49
477;20220504;20220516;20220511;27129;8;SO57480;1;1,8663;4,99
479;20220504;20220516;20220511;27129;8;SO57480;1;3,3623;8,99
539;20220505;20220517;20220512;15224;9;SO57481;1;9,3463;24,99
529;20220505;20220517;20220512;15224;9;SO57481;1;1,4923;3,99
484;20220505;20220517;20220512;15224;9;SO57481;1;2,9733;7,95
537;20220505;20220517;20220512;21963;9;SO57482;1;13,09;35,00
528;20220505;20220517;20220512;21963;9;SO57482;1;1,8663;4,99
538;20220505;20220517;20220512;26144;9;SO57483;1;8,0373;21,49
529;20220505;20220517;20220512;26144;9;SO57483;1;1,4923;3,99
480;20220505;20220517;20220512;26144;9;SO57483;1;0,8565;2,29
475;20220505;20220517;20220512;22403;9;SO57484;1;26,1763;69,99
529;20220505;20220517;20220512;12006;9;SO57485;1;1,4923;3,99
217;20220505;20220517;20220512;12006;9;SO57485;1;13,0863;34,99
489;20220505;20220517;20220512;12006;9;SO57485;1;41,5723;53,99
529;20220505;20220517;20220512;12344;9;SO57486;1;1,4923;3,99
484;20220505;20220517;20220512;12344;9;SO57486;1;2,9733;7,95
217;20220505;20220517;20220512;13981;9;SO57487;1;13,0863;34,99
488;20220505;20220517;20220512;13981;9;SO57487;1;41,5723;53,99
581;20220505;20220517;20220512;17714;7;SO57488;1;1082,51;1700,99
217;20220505;20220517;20220512;17714;7;SO57488;1;13,0863;34,99
463;20220505;20220517;20220512;17375;9;SO57489;1;9,1593;24,49
580;20220505;20220517;20220512;20886;10;SO57490;1;1082,51;1700,99
234;20220505;20220517;20220512;20886;10;SO57490;1;38,4923;49,99
587;20220505;20220517;20220512;13829;8;SO57491;1;419,7784;769,49
536;20220505;20220517;20220512;13829;8;SO57491;1;11,2163;29,99
480;20220505;20220517;20220512;13829;8;SO57491;1;0,8565;2,29
483;20220505;20220517;20220512;12119;4;SO57492;1;44,88;120,00
480;20220505;20220517;20220512;27993;4;SO57493;1;0,8565;2,29
529;20220505;20220517;20220512;11091;6;SO57494;1;1,4923;3,99
480;20220505;20220517;20220512;11091;6;SO57494;1;0,8565;2,29
529;20220505;20220517;20220512;24725;1;SO57495;1;1,4923;3,99
540;20220505;20220517;20220512;24725;1;SO57495;1;12,1924;32,60
480;20220505;20220517;20220512;24725;1;SO57495;1;0,8565;2,29
536;20220505;20220517;20220512;23822;1;SO57496;1;11,2163;29,99
528;20220505;20220517;20220512;23822;1;SO57496;1;1,8663;4,99
480;20220505;20220517;20220512;23822;1;SO57496;1;0,8565;2,29
478;20220505;20220517;20220512;22049;4;SO57497;1;3,7363;9,99
477;20220505;20220517;20220512;22049;4;SO57497;1;1,8663;4,99
474;20220505;20220517;20220512;19155;4;SO57498;1;26,1763;69,99
225;20220505;20220517;20220512;19155;4;SO57498;1;6,9223;8,99
477;20220505;20220517;20220512;12196;6;SO57499;1;1,8663;4,99
475;20220505;20220517;20220512;18676;1;SO57500;1;26,1763;69,99
237;20220505;20220517;20220512;18676;1;SO57500;1;38,4923;49,99
474;20220505;20220517;20220512;14604;6;SO57501;1;26,1763;69,99
481;20220505;20220517;20220512;14604;6;SO57501;1;3,3623;8,99
485;20220505;20220517;20220512;13926;1;SO57502;1;8,2205;21,98
214;20220505;20220517;20220512;13926;1;SO57502;1;13,0863;34,99
485;20220505;20220517;20220512;15250;4;SO57503;1;8,2205;21,98
214;20220505;20220517;20220512;15250;4;SO57503;1;13,0863;34,99
528;20220505;20220517;20220512;14570;1;SO57504;1;1,8663;4,99
214;20220505;20220517;20220512;14570;1;SO57504;1;13,0863;34,99
485;20220505;20220517;20220512;15068;8;SO57505;1;8,2205;21,98
478;20220505;20220517;20220512;15068;8;SO57505;1;3,7363;9,99
477;20220505;20220517;20220512;15068;8;SO57505;1;1,8663;4,99
225;20220505;20220517;20220512;15068;8;SO57505;1;6,9223;8,99
217;20220505;20220517;20220512;15068;8;SO57505;1;13,0863;34,99
537;20220505;20220517;20220512;14983;10;SO57506;1;13,09;35,00
476;20220505;20220517;20220512;13674;7;SO57507;1;26,1763;69,99
465;20220505;20220517;20220512;13674;7;SO57507;1;9,1593;24,49
488;20220505;20220517;20220512;13674;7;SO57507;1;41,5723;53,99
478;20220505;20220517;20220512;27887;7;SO57508;1;3,7363;9,99
465;20220505;20220517;20220512;27887;7;SO57508;1;9,1593;24,49
477;20220505;20220517;20220512;27887;7;SO57508;1;1,8663;4,99
528;20220505;20220517;20220512;18032;7;SO57509;1;1,8663;4,99
536;20220505;20220517;20220512;18032;7;SO57509;1;11,2163;29,99
222;20220505;20220517;20220512;18032;7;SO57509;1;13,0863;34,99
465;20220505;20220517;20220512;18032;7;SO57509;1;9,1593;24,49
231;20220505;20220517;20220512;18032;7;SO57509;1;38,4923;49,99
536;20220505;20220517;20220512;20873;8;SO57510;1;11,2163;29,99
528;20220505;20220517;20220512;20873;8;SO57510;1;1,8663;4,99
484;20220505;20220517;20220512;20873;8;SO57510;1;2,9733;7,95
477;20220505;20220517;20220512;24218;10;SO57511;1;1,8663;4,99
541;20220505;20220517;20220512;27313;7;SO57512;1;10,8423;28,99
530;20220505;20220517;20220512;27313;7;SO57512;1;1,8663;4,99
530;20220505;20220517;20220512;28893;7;SO57513;1;1,8663;4,99
480;20220505;20220517;20220512;28893;7;SO57513;1;0,8565;2,29
484;20220505;20220517;20220512;28893;7;SO57513;1;2,9733;7,95
485;20220505;20220517;20220512;13052;1;SO57514;1;8,2205;21,98
481;20220505;20220517;20220512;13052;1;SO57514;1;3,3623;8,99
372;20220505;20220517;20220512;20412;4;SO57515;1;1554,9479;2443,35
217;20220505;20220517;20220512;20412;4;SO57515;1;13,0863;34,99
231;20220505;20220517;20220512;20412;4;SO57515;1;38,4923;49,99
361;20220505;20220517;20220512;13418;6;SO57516;1;1251,9813;2294,99
537;20220505;20220517;20220512;13418;6;SO57516;1;13,09;35,00
357;20220505;20220517;20220512;13278;4;SO57517;1;1265,6195;2319,99
485;20220505;20220517;20220512;13278;4;SO57517;1;8,2205;21,98
487;20220505;20220517;20220512;13278;4;SO57517;1;20,5663;54,99
361;20220505;20220517;20220512;13909;6;SO57518;1;1251,9813;2294,99
478;20220505;20220517;20220512;13909;6;SO57518;1;3,7363;9,99
477;20220505;20220517;20220512;13909;6;SO57518;1;1,8663;4,99
214;20220505;20220517;20220512;13909;6;SO57518;1;13,0863;34,99
583;20220505;20220517;20220512;14133;9;SO57519;1;1082,51;1700,99
477;20220505;20220517;20220512;14133;9;SO57519;1;1,8663;4,99
479;20220505;20220517;20220512;14133;9;SO57519;1;3,3623;8,99
605;20220505;20220517;20220512;28307;9;SO57520;1;343,6496;539,99
538;20220505;20220517;20220512;28307;9;SO57520;1;8,0373;21,49
361;20220505;20220517;20220512;11756;9;SO57521;1;1251,9813;2294,99
477;20220505;20220517;20220512;11756;9;SO57521;1;1,8663;4,99
478;20220505;20220517;20220512;11756;9;SO57521;1;3,7363;9,99
374;20220505;20220517;20220512;19621;9;SO57522;1;1554,9479;2443,35
378;20220505;20220517;20220512;19782;9;SO57523;1;1554,9479;2443,35
479;20220505;20220517;20220512;19782;9;SO57523;1;3,3623;8,99
477;20220505;20220517;20220512;19782;9;SO57523;1;1,8663;4,99
490;20220505;20220517;20220512;19782;9;SO57523;1;41,5723;53,99
363;20220505;20220517;20220512;12687;9;SO57524;1;1251,9813;2294,99
487;20220505;20220517;20220512;12687;9;SO57524;1;20,5663;54,99
578;20220505;20220517;20220512;25390;4;SO57525;1;755,1508;1214,85
222;20220505;20220517;20220512;25390;4;SO57525;1;13,0863;34,99
463;20220505;20220517;20220512;25390;4;SO57525;1;9,1593;24,49
574;20220505;20220517;20220512;24359;4;SO57526;1;1481,9379;2384,07
541;20220505;20220517;20220512;24359;4;SO57526;1;10,8423;28,99
530;20220505;20220517;20220512;24359;4;SO57526;1;1,8663;4,99
480;20220505;20220517;20220512;24359;4;SO57526;1;0,8565;2,29
574;20220505;20220517;20220512;24353;4;SO57527;1;1481,9379;2384,07
479;20220505;20220517;20220512;24353;4;SO57527;1;3,3623;8,99
477;20220505;20220517;20220512;24353;4;SO57527;1;1,8663;4,99
604;20220505;20220517;20220512;23075;4;SO57528;1;343,6496;539,99
538;20220505;20220517;20220512;23075;4;SO57528;1;8,0373;21,49
480;20220505;20220517;20220512;23075;4;SO57528;1;0,8565;2,29
384;20220505;20220517;20220512;23907;10;SO57529;1;713,0798;1120,49
606;20220505;20220517;20220512;11416;7;SO57530;1;343,6496;539,99
479;20220505;20220517;20220512;11416;7;SO57530;1;3,3623;8,99
606;20220505;20220517;20220512;22306;7;SO57531;1;343,6496;539,99
538;20220505;20220517;20220512;22306;7;SO57531;1;8,0373;21,49
562;20220505;20220517;20220512;25730;8;SO57532;1;1481,9379;2384,07
222;20220505;20220517;20220512;25730;8;SO57532;1;13,0863;34,99
237;20220505;20220517;20220512;25730;8;SO57532;1;38,4923;49,99
384;20220506;20220518;20220513;16525;9;SO57533;1;713,0798;1120,49
489;20220506;20220518;20220513;16525;9;SO57533;1;41,5723;53,99
355;20220506;20220518;20220513;13411;10;SO57534;1;1265,6195;2319,99
217;20220506;20220518;20220513;13411;10;SO57534;1;13,0863;34,99
353;20220506;20220518;20220513;13260;8;SO57535;1;1265,6195;2319,99
478;20220506;20220518;20220513;13260;8;SO57535;1;3,7363;9,99
477;20220506;20220518;20220513;13260;8;SO57535;1;1,8663;4,99
217;20220506;20220518;20220513;13260;8;SO57535;1;13,0863;34,99
535;20220506;20220518;20220513;11074;9;SO57536;1;9,3463;24,99
480;20220506;20220518;20220513;11074;9;SO57536;1;0,8565;2,29
484;20220506;20220518;20220513;11074;9;SO57536;1;2,9733;7,95
539;20220506;20220518;20220513;14013;9;SO57537;1;9,3463;24,99
529;20220506;20220518;20220513;14013;9;SO57537;1;1,4923;3,99
234;20220506;20220518;20220513;14013;9;SO57537;1;38,4923;49,99
465;20220506;20220518;20220513;14013;9;SO57537;1;9,1593;24,49
539;20220506;20220518;20220513;15806;9;SO57538;1;9,3463;24,99
529;20220506;20220518;20220513;15806;9;SO57538;1;1,4923;3,99
222;20220506;20220518;20220513;15806;9;SO57538;1;13,0863;34,99
537;20220506;20220518;20220513;21171;9;SO57539;1;13,09;35,00
480;20220506;20220518;20220513;21171;9;SO57539;1;0,8565;2,29
477;20220506;20220518;20220513;23129;9;SO57540;1;1,8663;4,99
476;20220506;20220518;20220513;27518;9;SO57541;1;26,1763;69,99
489;20220506;20220518;20220513;27518;9;SO57541;1;41,5723;53,99
478;20220506;20220518;20220513;29302;9;SO57542;1;3,7363;9,99
477;20220506;20220518;20220513;29302;9;SO57542;1;1,8663;4,99
484;20220506;20220518;20220513;29302;9;SO57542;1;2,9733;7,95
228;20220506;20220518;20220513;14213;9;SO57543;1;38,4923;49,99
225;20220506;20220518;20220513;14213;9;SO57543;1;6,9223;8,99
487;20220506;20220518;20220513;13137;9;SO57544;1;20,5663;54,99
491;20220506;20220518;20220513;13137;9;SO57544;1;41,5723;53,99
529;20220506;20220518;20220513;27730;1;SO57545;1;1,4923;3,99
530;20220506;20220518;20220513;28278;1;SO57546;1;1,8663;4,99
217;20220506;20220518;20220513;28278;1;SO57546;1;13,0863;34,99
530;20220506;20220518;20220513;15251;6;SO57547;1;1,8663;4,99
541;20220506;20220518;20220513;15251;6;SO57547;1;10,8423;28,99
214;20220506;20220518;20220513;15251;6;SO57547;1;13,0863;34,99
529;20220506;20220518;20220513;27755;4;SO57548;1;1,4923;3,99
538;20220506;20220518;20220513;27755;4;SO57548;1;8,0373;21,49
222;20220506;20220518;20220513;27755;4;SO57548;1;13,0863;34,99
528;20220506;20220518;20220513;26333;1;SO57549;1;1,8663;4,99
535;20220506;20220518;20220513;26333;1;SO57549;1;9,3463;24,99
480;20220506;20220518;20220513;26333;1;SO57549;1;0,8565;2,29
529;20220506;20220518;20220513;13944;6;SO57550;1;1,4923;3,99
540;20220506;20220518;20220513;13944;6;SO57550;1;12,1924;32,60
222;20220506;20220518;20220513;13944;6;SO57550;1;13,0863;34,99
529;20220506;20220518;20220513;24412;4;SO57551;1;1,4923;3,99
540;20220506;20220518;20220513;24412;4;SO57551;1;12,1924;32,60
480;20220506;20220518;20220513;24412;4;SO57551;1;0,8565;2,29
477;20220506;20220518;20220513;21712;4;SO57552;1;1,8663;4,99
478;20220506;20220518;20220513;21712;4;SO57552;1;3,7363;9,99
490;20220506;20220518;20220513;21712;4;SO57552;1;41,5723;53,99
474;20220506;20220518;20220513;20368;4;SO57553;1;26,1763;69,99
477;20220506;20220518;20220513;11287;6;SO57554;1;1,8663;4,99
478;20220506;20220518;20220513;11287;6;SO57554;1;3,7363;9,99
225;20220506;20220518;20220513;11287;6;SO57554;1;6,9223;8,99
528;20220506;20220518;20220513;17505;1;SO57555;1;1,8663;4,99
480;20220506;20220518;20220513;17505;1;SO57555;1;0,8565;2,29
528;20220506;20220518;20220513;20312;6;SO57556;1;1,8663;4,99
485;20220506;20220518;20220513;15839;4;SO57557;1;8,2205;21,98
480;20220506;20220518;20220513;15839;4;SO57557;1;0,8565;2,29
528;20220506;20220518;20220513;15091;8;SO57558;1;1,8663;4,99
214;20220506;20220518;20220513;15091;8;SO57558;1;13,0863;34,99
